tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0039378	short	Figaro and Frankie	Figaro and Frankie	0	1947	\N	7	Animation,Comedy,Family
tt0066284	movie	Rasplata	Rasplata	0	1970	\N	83	Drama
tt0003996	short	Miss Soapsuds	Fräulein Seifenschaum	0	1914	\N	10	Short
tt0123619	movie	California Gigolo	California Gigolo	1	1980	\N	70	Adult,Drama
tt0179214	tvEpisode	Le contrôle de l'univers	Le contrôle de l'univers	0	1999	\N	27	Documentary
tt0154088	tvMiniSeries	Sebaj Tóbiás	Sebaj Tóbiás	0	1983	\N	\N	Animation
tt0114252	tvMovie	Redwood Curtain	Redwood Curtain	0	1995	\N	100	Drama
tt0170493	short	Randevú a Vörös téren	Randevú a Vörös téren	0	1966	\N	\N	Short
tt0056881	movie	Bolshaya doroga	Bolshaya doroga	0	1963	\N	100	Biography,Comedy,Drama
tt0146470	short	Peaches and Scream	Peaches and Scream	0	1928	\N	\N	Animation,Comedy,Short
tt0183401	short	A Letter of Warning	A Letter of Warning	0	1932	\N	33	Drama,Short
tt0022420	short	The Spider and the Fly	The Spider and the Fly	0	1931	\N	7	Animation,Comedy,Family
tt0079125	movie	Ève avait l'éclat métallique de l'été	Ève avait l'éclat métallique de l'été	0	1979	\N	60	\N
tt0114119	movie	A Petal	Ggotip	0	1996	\N	101	Drama,History
tt0238952	short	Duel	Duel	0	1997	\N	6	Animation,Comedy,Horror
tt0030213	movie	Happy Landing	Happy Landing	0	1938	\N	102	Comedy,Music,Romance
tt0037394	movie	Trent'anni di servizio	Trent'anni di servizio	0	1945	\N	\N	\N
tt0077609	movie	Ghar	Ghar	0	1978	\N	121	Drama,Romance
tt0258553	movie	Entre risas y lágrimas	Entre risas y lágrimas	0	1961	\N	\N	\N
tt0132568	movie	Toute sa vie	Toute sa vie	0	1930	\N	90	Drama
tt0035151	movie	Once Upon a Honeymoon	Once Upon a Honeymoon	0	1942	\N	117	Adventure,Comedy,Drama
tt0117710	movie	Specimen	Specimen	0	1996	\N	85	Sci-Fi
tt0103412	tvSeries	Final Appeal: From the Files of Unsolved Mysteries	Final Appeal: From the Files of Unsolved Mysteries	0	1992	1992	30	Crime,Documentary,Drama
tt0218422	movie	La malagueña	La malagueña	0	1947	\N	84	Drama
tt0127145	movie	A Portrait of Seduction	A Portrait of Seduction	1	1976	\N	76	Adult,Drama
tt0123696	video	Closer and Closer Apart	Closer and Closer Apart	0	1989	\N	88	Drama,Romance
tt0100330	movie	Paper Mask	Paper Mask	0	1990	\N	105	Crime,Drama,Fantasy
tt0207337	movie	The Big Thing	The Big Thing	0	2000	\N	90	Comedy
tt0116063	movie	The Salt in the Wound	El dedo en la llaga	0	1996	\N	115	Comedy
tt0015748	movie	Deutsche Herzen am deutschen Rhein	Deutsche Herzen am deutschen Rhein	0	1926	\N	\N	\N
tt0187109	movie	Gurudev	Gurudev	0	1993	\N	147	Action,Drama,Romance
tt0113619	video	Latex	Latex	1	1995	\N	120	Adult,Drama,Sci-Fi
tt0217771	tvMovie	Rosemary's Hochzeit	Rosemary's Hochzeit	0	1985	\N	60	\N
tt0142367	movie	The Red Silk Gambler	Hijirimen bakuto	0	1972	\N	86	Action,Crime,Drama
tt0160685	video	Poolparty at Seymore's 2	Poolparty at Seymore's 2	1	1995	\N	120	Adult
tt0061952	movie	Il marchio di Kriminal	Il marchio di Kriminal	0	1967	\N	92	Action,Crime,Thriller
tt0181993	movie	O Cantor e o Milionário	O Cantor e o Milionário	0	1958	\N	82	Comedy
tt0025442	movie	Madame Bovary	Madame Bovary	0	1934	\N	101	Drama
tt0124987	short	As Seen on Television	As Seen on Television	0	1996	\N	3	Short
tt0043672	movie	In München steht ein Hofbräuhaus	In München steht ein Hofbräuhaus	0	1951	\N	106	Comedy
tt0067069	movie	Evel Knievel	Evel Knievel	0	1971	\N	88	Action,Biography,Drama
tt0025068	movie	Dr. Monica	Dr. Monica	0	1934	\N	61	Drama,Romance
tt0039182	short	Benlliure en la intimidad	Benlliure en la intimidad	0	1947	\N	10	Documentary,Short
tt0044497	movie	Children of Hiroshima	Genbaku no ko	0	1952	\N	97	Drama,War
tt0083463	tvSeries	Die Pawlaks - Eine Geschichte aus dem Ruhrgebiet	Die Pawlaks - Eine Geschichte aus dem Ruhrgebiet	0	1982	\N	90	\N
tt0105688	movie	Und raus bist du	Und raus bist du	0	1992	\N	\N	\N
tt0123535	movie	Bodies in Heat	Bodies in Heat	1	1983	\N	73	Adult
tt0006201	movie	The Unknown	The Unknown	0	1915	\N	50	Adventure,Drama
tt0214135	movie	Sitamgarh	Sitamgarh	0	1934	\N	158	Drama
tt0014677	movie	Another Man's Wife	Another Man's Wife	0	1924	\N	50	Drama
tt0115430	movie	'Man Who Couldn't Feel' and Other Tales	'Man Who Couldn't Feel' and Other Tales	0	1997	\N	52	Documentary
tt0160170	movie	Daisogen no wataridori	Daisogen no wataridori	0	1960	\N	83	Crime
tt0169509	tvSeries	Le véto	Le véto	0	1986	1986	52	\N
tt0174174	movie	Ruslan and Ludmila	Ruslan i Lyudmila	0	1972	\N	150	Adventure,Fantasy,Mystery
tt0091117	movie	The Girl	The Girl	0	1987	\N	105	Drama,Romance,Thriller
tt0184993	short	Voodoo	Voodoo	0	1999	\N	6	Comedy,Short
tt0045438	tvSeries	The Saturday Night Revue	The Saturday Night Revue	0	1953	1954	\N	Comedy
tt0188566	movie	Dirty Blonde	Dirty Blonde	1	1984	\N	83	Adult,Comedy,Mystery
tt0112761	movie	Cyber Bandits	Cyber Bandits	0	1995	\N	86	Adventure,Crime,Sci-Fi
tt0246533	short	Courtship of Miles Sandwich	Courtship of Miles Sandwich	0	1923	\N	19	Comedy,Short
tt0107529	movie	Matinee	Matinee	0	1993	\N	99	Comedy,Drama
tt0015475	movie	Week End Husbands	Week End Husbands	0	1924	\N	70	Drama
tt0001201	short	La esclusa	La esclusa	0	1910	\N	\N	Drama,Short
tt0160636	movie	Paris-Deauville	Paris-Deauville	0	1933	\N	71	Comedy
tt0110222	movie	Kabhi Haan Kabhi Naa	Kabhi Haan Kabhi Naa	0	1994	\N	158	Comedy,Drama,Music
tt0113656	movie	Life Itself	Life Itself	0	1995	\N	\N	\N
tt0069489	movie	Wedding in White	Wedding in White	0	1972	\N	103	Drama
tt0102800	movie	Robot Jox	Robot Jox	0	1989	\N	85	Action,Sci-Fi,Thriller
tt0156920	movie	Raagam	Raagam	0	1975	\N	\N	\N
tt0208315	short	Mais n'te promène donc pas toute nue	Mais n'te promène donc pas toute nue	0	1906	\N	\N	Short
tt0069961	tvMovie	Deliver Us from Evil	Deliver Us from Evil	0	1973	\N	75	Crime,Drama
tt0128508	video	The Sin-a-bun Girls	The Sin-a-bun Girls	1	1995	\N	85	Adult
tt0020603	movie	Wonder of Women	Wonder of Women	0	1929	\N	95	Drama
tt0166491	tvMovie	Assol	Assol	0	1982	\N	65	Romance
tt0129462	movie	Tropic of Passion	Tropic of Passion	1	1973	\N	77	Adult,Crime,Drama
tt0095215	movie	Ghost Town	Ghost Town	0	1988	\N	85	Action,Horror,Western
tt0012863	movie	Women Men Love	Women Men Love	0	1921	\N	60	Drama
tt0244056	movie	De man zonder vrouw	De man zonder vrouw	0	1961	\N	\N	\N
tt0072771	movie	Dracula in the Provinces	Il cav. Costante Nicosia demoniaco, ovvero: Dracula in Brianza	0	1975	\N	100	Comedy,Horror
tt0013150	movie	Fourteenth Lover	Fourteenth Lover	0	1922	\N	50	Comedy
tt0104167	short	Educating Peter	Educating Peter	0	1992	\N	30	Documentary,Short
tt0098028	tvEpisode	One Way Out	One Way Out	0	1989	\N	\N	Comedy,Crime,Drama
tt0139376	tvMovie	In Dreams	In Dreams	0	1992	\N	60	Comedy
tt0027402	movie	The Brown Wallet	The Brown Wallet	0	1936	\N	68	Crime,Drama,Thriller
tt0124481	video	Erotic Dreams	Erotic Dreams	1	1992	\N	53	Adult,Romance
tt0073701	movie	Shi san bu da	Shi san bu da	0	1975	\N	\N	Comedy
tt0020953	movie	He Knew Women	He Knew Women	0	1930	\N	70	Comedy,Romance
tt0081833	tvSeries	Blood Money	Blood Money	0	1981	1981	30	Drama,Thriller
tt0083099	movie	So Fine	So Fine	0	1981	\N	90	Comedy
tt0167311	movie	No Exit	No Exit	0	1995	\N	110	Crime
tt0202367	movie	Gekko kamen - Satan no tsume	Gekko kamen - Satan no tsume	0	1958	\N	62	Action,Adventure,Mystery
tt0174037	short	Moron Than Off	Moron Than Off	0	1946	\N	18	Comedy,Short
tt0058659	movie	The Time Travelers	The Time Travelers	0	1964	\N	84	Sci-Fi
tt0219292	short	The Secret	The Secret	0	1918	\N	\N	Short
tt0082522	movie	Home Sweet Home	Home Sweet Home	0	1981	\N	85	Horror
tt0161498	video	Dick at Nite	Dick at Nite	1	1993	\N	75	Adult
tt0240360	short	Baa, Baa, Blacksheep	Baa, Baa, Blacksheep	0	1944	\N	10	Documentary,Short,Sport
tt0117672	movie	Smuggler	Smuggler	0	1996	\N	\N	Action,Crime
tt0036339	movie	Seeds of Freedom	Seeds of Freedom	0	1943	\N	67	Drama,War
tt0144096	video	The Extreme Adventures of Super Dave	The Extreme Adventures of Super Dave	0	2000	\N	91	Comedy
tt0231747	movie	Hooligans	Houligans: Kato ta heria ap' ta niata	0	1983	\N	106	Action,Crime,Drama
tt0071058	tvMiniSeries	De stille Kracht	De stille Kracht	0	1974	1974	240	Drama
tt0033530	movie	The Devil Commands	The Devil Commands	0	1941	\N	65	Horror,Sci-Fi
tt0241008	short	U.S. Marines	U.S. Marines	0	1898	\N	\N	Documentary,Short
tt0207184	tvMovie	Vacances bourgeoises	Vacances bourgeoises	0	1996	\N	96	Drama
tt0175833	movie	Köbánya-blues	Köbánya-blues	0	1990	\N	\N	\N
tt0239846	short	Puck Chasers	Puck Chasers	0	1945	\N	9	Documentary,Short,Sport
tt0014077	movie	Gentle Julia	Gentle Julia	0	1923	\N	60	Comedy,Drama,Romance
tt0064393	movie	The Green Slime	The Green Slime	0	1968	\N	90	Drama,Horror,Sci-Fi
tt0183004	short	Dos setenta setenta cincuenta y tres, último trabajo	Dos setenta setenta cincuenta y tres, último trabajo	0	1972	\N	22	Short
tt0089567	movie	Le matou	Le matou	0	1985	\N	141	Drama
tt0129071	movie	Exercícios de Táctica Aplicada	Exercícios de Táctica Aplicada	0	1927	\N	\N	Documentary
tt0249441	movie	Choti Si Dunya	Choti Si Dunya	0	2000	\N	45	Documentary
tt0046383	movie	Sultana Safiye	Sultana Safiye	0	1955	\N	\N	Drama,History
tt0206220	tvMovie	Powerplay	Powerplay	0	1999	\N	88	Drama,Romance,Thriller
tt0210499	movie	Among Ourselves	Among Ourselves	0	1981	\N	\N	Documentary
tt0236705	movie	Saigon	Saigon	0	1967	\N	60	Documentary
tt0045528	movie	Avvaiyyar	Avvaiyyar	0	1953	\N	174	Drama,History
tt0079593	tvMovie	Murder by Natural Causes	Murder by Natural Causes	0	1979	\N	100	Crime,Drama,Mystery
tt0113900	movie	Mykosch	Mykosch	0	1995	\N	72	Documentary
tt0244560	short	How to Furnish an Apartment	Jak si zarídit byt	0	1959	\N	16	Animation,Short
tt0216873	movie	Laugh	Laugh	0	1996	\N	\N	\N
tt0007254	short	The Red Widow	The Red Widow	0	1916	\N	40	Comedy,Romance,Short
tt0045355	movie	Állami áruház	Állami áruház	0	1953	\N	96	Comedy,Musical
tt0095980	tvMovie	Rescue Me	Rescue Me	0	1988	\N	100	Romance
tt0101670	movie	The House on Tombstone Hill	The Dead Come Home	0	1989	\N	95	Horror
tt0015401	movie	This Freedom	This Freedom	0	1923	\N	70	Drama
tt0024445	movie	The Phantom of the Air	The Phantom of the Air	0	1933	\N	240	Action,Adventure
tt0051684	movie	Die grünen Teufel von Monte Cassino	Die grünen Teufel von Monte Cassino	0	1958	\N	94	Drama,War
tt0203409	short	Le coeur - Il cuore	Le coeur - Il cuore	0	1998	\N	2	Short
tt0177863	movie	Infidelidad	Infidelidad	0	1940	\N	\N	Drama
tt0036910	movie	Henry V	The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France	0	1944	\N	137	Biography,Drama,History
tt0120473	tvMovie	Der Wald	Der Wald	0	1997	\N	88	Drama
tt0115784	movie	Boomerang	Bumerang	0	1997	\N	97	Drama
tt0046808	movie	Broken Lance	Broken Lance	0	1954	\N	96	Adventure,Drama,Western
tt0249351	movie	Ananda Bhairavi	Ananda Bhairavi	0	1983	\N	143	Drama,Family,Musical
tt0155828	short	Local Scenes Landing of Sir M.M. Bhownuggree	Local Scenes Landing of Sir M.M. Bhownuggree	0	1901	\N	\N	Documentary,Short
tt0141937	tvMovie	The Uninvited	The Uninvited	0	1996	\N	94	Drama,Horror,Mystery
tt0113151	movie	A Trick of Light	Die Gebrüder Skladanowsky	0	1995	\N	79	Biography,Drama
tt0068236	movie	Expulsion of the Devil	Au rendez-vous de la mort joyeuse	0	1973	\N	90	Drama,Fantasy,Horror
tt0039667	movie	Northwest Outpost	Northwest Outpost	0	1947	\N	91	Action,Drama,Music
tt0147168	short	Pests	Pests	0	1926	\N	7	Animation,Comedy,Short
tt0087177	movie	De droomproducenten	De droomproducenten	0	1984	\N	100	Documentary
tt0140725	tvSeries	Blind Dates	Blind Dates	0	1998	\N	\N	\N
tt0186714	movie	Yes Madam	Shi jie ye feng kuang	0	1995	\N	\N	\N
tt0030123	short	Feed 'em and Weep	Feed 'em and Weep	0	1938	\N	10	Comedy,Family,Short
tt0238184	short	Dodir	Dodir	0	1967	\N	11	Short
tt0036872	movie	Going My Way	Going My Way	0	1944	\N	126	Comedy,Drama,Music
tt0194592	tvMiniSeries	Au bénéfice du doute	Au bénéfice du doute	0	1999	\N	86	\N
tt0037960	movie	Midnight Manhunt	Midnight Manhunt	0	1945	\N	64	Comedy,Crime,Mystery
tt0015518	movie	Yolanda	Yolanda	0	1924	\N	100	Romance
tt0088211	tvMovie	Sweet Revenge	Sweet Revenge	0	1984	\N	103	Drama
tt0046168	movie	The Walk	La passeggiata	0	1953	\N	100	Comedy,Drama
tt0247198	short	Believe It or Not #11	Believe It or Not #11	0	1931	\N	8	Documentary,Short
tt0254479	short	Same as Usual	Kao i obicno	0	1952	\N	22	Short
tt0225084	short	Anthony Mazzocchi Talks About Chemicals and the Workers	Anthony Mazzocchi Talks About Chemicals and the Workers	0	1978	\N	10	Documentary,Short
tt0247729	tvSeries	Static Shock	Static Shock	0	2000	2004	30	Action,Adventure,Animation
tt0160350	video	Hard Knocks	Hard Knocks	1	1990	\N	80	Adult
tt0194729	movie	El cabo Tijereta	El cabo Tijereta	0	1973	\N	70	Comedy
tt0163297	tvShort	The Storm	The Storm	0	1996	\N	\N	Horror,Short
tt0139045	movie	Bahana	Bahana	0	1960	\N	\N	Drama
tt0063442	movie	Planet of the Apes	Planet of the Apes	0	1968	\N	112	Adventure,Sci-Fi
tt0056266	tvEpisode	My Daddy Can Lick Your Daddy	My Daddy Can Lick Your Daddy	0	1963	\N	22	Drama
tt0000119	short	Rescue on the River, Pt. 2	Sauvetage en rivière, 1er	0	1896	\N	\N	Documentary,Short
tt0011717	movie	The Son of Tarzan	The Son of Tarzan	0	1920	\N	248	Action,Adventure
tt0210681	tvMovie	Final Run	Final Run	0	1999	\N	89	Action,Adventure,Thriller
tt0131050	tvEpisode	Cherchez la Femme oder Die Geister vom Mummelsee	Cherchez la Femme oder Die Geister vom Mummelsee	0	1973	\N	91	Crime,Drama
tt0057244	movie	The Leather Boys	The Leather Boys	0	1964	\N	108	Drama,Romance
tt0110584	movie	Mr. Azaad	Mr. Azaad	0	1994	\N	123	Action,Comedy,Drama
tt0130421	tvSeries	The State	The State	0	1993	2009	30	Comedy
tt0225514	short	The Dig	The Dig	0	1989	\N	24	Documentary,Short
tt0074698	movie	It's Me	It's Me	0	1976	\N	68	Drama
tt0205934	tvEpisode	A Fire Called Jeremiah	A Fire Called Jeremiah	0	1961	\N	60	Adventure,Drama,Family
tt0030707	movie	Safety in Numbers	Safety in Numbers	0	1938	\N	55	Comedy,Crime,Drama
tt0137688	video	Gidget Goes Bi	Gidget Goes Bi	1	1990	\N	73	Adult
tt0049180	movie	Embajadores en el infierno	Embajadores en el infierno	0	1956	\N	103	Biography,Drama,War
tt0081367	movie	The Theatre Connection	Pozorisna veza	0	1980	\N	93	Crime
tt0203771	short	Panocchie	Panocchie	0	1998	\N	15	Short
tt0209382	movie	Sulle ali della follia	Sulle ali della follia	0	1989	\N	\N	\N
tt0206088	movie	Bundle of Joy	LiebesLuder	0	2000	\N	91	Comedy
tt0188231	movie	Teresa	Teresa	0	1961	\N	90	Drama
tt0029738	movie	An Enemy of the People	Ein Volksfeind	0	1937	\N	102	Drama
tt0035421	movie	Ten Gentlemen from West Point	Ten Gentlemen from West Point	0	1942	\N	102	Adventure,Drama,History
tt0128375	short	Nudes: A Sketchbook	Nudes: A Sketchbook	0	1978	\N	30	Short
tt0249114	movie	Ripley's Believe It or Not	Ripley's Believe It or Not	0	1994	\N	\N	Documentary
tt0000724	short	The Merchant of Venice	The Merchant of Venice	0	1908	\N	9	Drama,Short
tt0198128	tvSeries	Get the Message	Get the Message	0	1964	\N	30	Game-Show
tt0107270	short	Jimmy Jenseits	Jimmy Jenseits	0	1993	\N	7	Documentary,Fantasy,Short
tt0246221	movie	Saudamini	Saudamini	0	1951	\N	\N	\N
tt0162578	video	A Pussy Called Wanda 2	A Pussy Called Wanda 2	1	1992	\N	\N	Adult
tt0115328	tvSeries	Public Morals	Public Morals	0	1996	1996	60	Comedy
tt0109297	movie	Blink	Blink	0	1994	\N	106	Crime,Drama,Mystery
tt0018845	movie	Don't Marry	Don't Marry	0	1928	\N	60	Comedy
tt0051955	movie	The Rickshaw Man	Muhômatsu no isshô	0	1958	\N	103	Drama
tt0199202	tvSeries	Cien días de Ana	Cien días de Ana	0	1982	1982	53	Drama,Romance
tt0175253	tvEpisode	The Trap	The Trap	0	1991	\N	27	Comedy,Crime,Fantasy
tt0013913	movie	O Castelo de Chocolate	O Castelo de Chocolate	0	1923	\N	\N	\N
tt0129433	movie	Tomar Pitoresco	Tomar Pitoresco	0	1923	\N	\N	Documentary
tt0205825	movie	Cleopazza	Cleopazza	0	1964	\N	90	Comedy
tt0253286	movie	Nandaila Jaate	Nandaila Jaate	0	1969	\N	\N	\N
tt0179689	movie	Boys in the Sand II	Boys in the Sand II	1	1984	\N	63	Adult
tt0131506	movie	O sláve a tráve	O sláve a tráve	0	1985	\N	65	Drama
tt0094675	movie	Ariel	Ariel	0	1988	\N	72	Comedy,Crime,Drama
tt0047480	movie	Shiosai	Shiosai	0	1954	\N	96	Drama,Romance
tt0238727	short	Attention Deficit	Attention Deficit	0	1999	\N	\N	Short
tt0205454	movie	El tesoro de Isla de Pinos	El tesoro de Isla de Pinos	0	1956	\N	100	Adventure,Drama,Family
tt0060738	short	Napoleon Blown-Aparte	Napoleon Blown-Aparte	0	1966	\N	6	Animation,Short
tt0082134	tvMovie	Callie & Son	Callie & Son	0	1981	\N	142	Drama
tt0071921	movie	The Night of the Scarecrow	A Noite do Espantalho	0	1974	\N	92	Drama
tt0074102	movie	In the Realm of the Senses	Ai no korîda	0	1976	\N	109	Drama,Romance
tt0102320	short	A Little Vicious	A Little Vicious	0	1991	\N	30	Documentary,Short
tt0073008	movie	The Fortune	The Fortune	0	1975	\N	88	Comedy,Crime,Romance
tt0133388	movie	Avodah B'Eynaim	Avodah B'Eynaim	0	1988	\N	83	Comedy
tt0002707	short	Broncho Billy's Christmas Deed	Broncho Billy's Christmas Deed	0	1913	\N	\N	Short,Western
tt0035425	movie	Texas to Bataan	Texas to Bataan	0	1942	\N	56	Drama,War,Western
tt0187837	movie	El escarabajo	El escarabajo	0	1983	\N	90	Drama
tt0032846	movie	No Time for Comedy	No Time for Comedy	0	1940	\N	93	Comedy,Drama,Romance
tt0090708	movie	Beginner's Luck	Beginner's Luck	0	1985	\N	84	Comedy
tt0031742	movie	Of Mice and Men	Of Mice and Men	0	1939	\N	106	Adventure,Drama
tt0016960	movie	Her Market Value	Her Market Value	0	1925	\N	\N	Drama
tt0069759	movie	Bada Kabutar	Bada Kabutar	0	1973	\N	144	Action,Comedy,Crime
tt0173876	movie	Gerlovska istoriya	Gerlovska istoriya	0	1971	\N	92	Drama,War
tt0071488	movie	Far Away and Long Ago	Allá lejos y hace tiempo	0	1978	\N	91	Drama
tt0052035	movie	Ôsaka no onna	Ôsaka no onna	0	1958	\N	\N	Drama
tt0020265	movie	Peter der Matrose	Peter der Matrose	0	1929	\N	70	Comedy,Drama
tt0161986	video	Special Delivery	Special Delivery	1	1998	\N	84	Adult,Comedy
tt0054731	movie	Cash on Demand	Cash on Demand	0	1961	\N	89	Crime,Drama,Mystery
tt0240070	movie	Tadzhikistan	Tadzhikistan	0	1946	\N	\N	\N
tt0236540	movie	No Spare Parts	No Spare Parts	0	1990	\N	\N	\N
tt0231500	short	A Duel to the Death	A Duel to the Death	0	1898	\N	1	Crime,Short
tt0138306	short	Au Revoir, Shirlei	Au Revoir, Shirlei	0	1991	\N	11	Short
tt0103587	tvSeries	Zaterdagavond Cafe	Zaterdagavond Cafe	0	1992	\N	\N	Comedy
tt0235794	short	Street Scene in Yokohama, No. 1	Street Scene in Yokohama, No. 1	0	1898	\N	\N	Documentary,Short
tt0058388	movie	Naganiacz	Naganiacz	0	1964	\N	86	Drama,War
tt0093536	movie	Mientras haya luz	Mientras haya luz	0	1987	\N	116	Crime
tt0184720	movie	María Magdalena	María Magdalena	0	1954	\N	90	Drama
tt0125564	short	Twelfth Night	Twelfth Night	0	1910	\N	12	Comedy,Drama,Romance
tt0014383	movie	The Purple Dawn	The Purple Dawn	0	1923	\N	50	Drama
tt0144080	movie	Act of War	Act of War	0	1998	\N	94	Action
tt0163471	tvSeries	Newsnight	Newsnight	0	1980	\N	45	News
tt0143812	short	Prejudice of Pierre Marie	Prejudice of Pierre Marie	0	1911	\N	\N	Drama,Short
tt0034263	short	The Tanks Are Coming	The Tanks Are Coming	0	1941	\N	20	Comedy,Short
tt0150717	movie	Een geval apart	Een geval apart	0	1985	\N	\N	\N
tt0110748	movie	Tora-san's Easy Advice	Otoko wa tsurai yo: Haikei, Kuruma Torajiro sama	0	1994	\N	101	Comedy,Drama
tt0009627	movie	Social Hypocrites	Social Hypocrites	0	1918	\N	60	Drama
tt0050375	movie	A Bomb for a Dictator	Les fanatiques	0	1957	\N	73	Drama,Thriller
tt0246869	movie	Predcasné leto	Predcasné leto	0	1983	\N	87	\N
tt0222966	short	Hat of Many Surprises	Le Chapeau à surprises	0	1901	\N	3	Fantasy,Short
tt0096084	movie	Shadows in the Storm	Shadows in the Storm	0	1988	\N	85	Crime,Drama,Mystery
tt0254175	short	Belinda's Elopement	Belinda's Elopement	0	1913	\N	5	Comedy,Short
tt0146520	short	Bugville Field Day	Bugville Field Day	0	1925	\N	\N	Animation,Comedy,Short
tt0130704	movie	Foot-Ball: O 28º Porto-Lisboa	Foot-Ball: O 28º Porto-Lisboa	0	1933	\N	\N	Documentary
tt0064308	movie	El extraño caso del doctor Fausto	El extraño caso del doctor Fausto	0	1969	\N	82	Drama,Fantasy
tt0100382	movie	Point of View	Point of View	0	1989	\N	90	Drama
tt0217072	movie	Survival Zone	Survival Zone	0	1983	\N	90	Action,Drama,Sci-Fi
tt0008544	movie	The Scarlet Pimpernel	The Scarlet Pimpernel	0	1917	\N	50	Adventure
tt0157016	movie	I Stand Alone	Seul contre tous	0	1998	\N	93	Crime,Drama,Thriller
tt0082209	short	Crac	Crac	0	1980	\N	15	Animation,Drama,Family
tt0022437	movie	Strictly Dishonorable	Strictly Dishonorable	0	1931	\N	91	Comedy,Drama,Romance
tt0018700	movie	The Big Noise	The Big Noise	0	1928	\N	80	\N
tt0137266	short	Walking with the Dead	Walking with the Dead	0	1998	\N	6	Short
tt0075963	movie	The Wishing Tree	Natvris khe	0	1976	\N	107	Drama
tt0030313	movie	Katia	Katia	0	1938	\N	89	Drama
tt0133891	movie	Kehre zurück! Alles vergeben!	Kehre zurück! Alles vergeben!	0	1915	\N	\N	\N
tt0180781	movie	Kill a Dragon	Kill a Dragon	0	1967	\N	91	Action,Adventure,Crime
tt0189055	movie	Romance Proibido	Romance Proibido	0	1944	\N	65	Drama
tt0008968	movie	Clouds That Smile	Clouds That Smile	0	1918	\N	\N	Documentary
tt0195756	movie	Gosse de riche	Gosse de riche	0	1920	\N	\N	\N
tt0186797	movie	Adam and Nicole	Erotic Inferno	0	1975	\N	80	Comedy,Drama
tt0226556	movie	Turbulences	Turbulences	0	1998	\N	53	Documentary
tt0176643	movie	Dark Secret	Dark Secret	0	1949	\N	85	Crime
tt0135328	video	Dane Gets It Good	Dane Gets It Good	1	1991	\N	74	Adult
tt0112014	tvSeries	In Search of Happiness	In Search of Happiness	0	1995	\N	\N	\N
tt0231617	movie	From Swastika to Jim Crow	From Swastika to Jim Crow	0	2000	\N	60	Documentary
tt0032479	movie	Florian	Florian	0	1940	\N	91	Drama
tt0250425	tvMovie	Holiday Heart	Holiday Heart	0	2000	\N	96	Drama
tt0226537	movie	Toivo: Child of Hope	Toivo: Child of Hope	0	1990	\N	\N	\N
tt0022472	short	The Terror of Batignolles	La terreur des Batignolles	0	1931	\N	15	Comedy,Crime,Short
tt0120896	movie	Widows	Widows - Erst die Ehe, dann das Vergnügen	0	1998	\N	93	Comedy
tt0093016	movie	The Feldmann Case	Feldmann saken	0	1987	\N	87	Crime,Drama,War
tt0206884	video	Leslie Nielsen's Bad Golf Made Easier	Leslie Nielsen's Bad Golf Made Easier	0	1993	\N	33	Comedy
tt0045238	movie	Thundering Caravans	Thundering Caravans	0	1952	\N	54	Drama,Western
tt0014176	short	Khveska	Khveska	0	1920	\N	28	Short
tt0049365	movie	The Intruder	L'intrusa	0	1956	\N	100	Drama
tt0016261	movie	Range Buzzards	Range Buzzards	0	1925	\N	\N	Drama,Western
tt0173662	movie	Bastard	Bastard	0	1913	\N	\N	\N
tt0107290	movie	Jurassic Park	Jurassic Park	0	1993	\N	127	Action,Adventure,Sci-Fi
tt0070045	tvEpisode	Wie viel Sterne hat der Himmel?	Wie viel Sterne hat der Himmel?	0	1973	\N	97	Drama
tt0008165	movie	The Lad and the Lion	The Lad and the Lion	0	1917	\N	50	Drama
tt0073383	movie	My Michael	Michael Sheli	0	1974	\N	95	Drama
tt0054700	movie	Please, Not Now!	La bride sur le cou	0	1961	\N	85	Comedy,Romance
tt0252957	video	Breast of Britain 4	Breast of Britain 4	1	1987	\N	60	Adult
tt0155300	movie	Tusi	Tusi	0	1978	\N	102	Drama
tt0010609	movie	Die Rache ist mein	Die Rache ist mein	0	1919	\N	\N	\N
tt0154780	movie	Lyubov pod maskoy	Lyubov pod maskoy	0	1915	\N	\N	\N
tt0200328	tvSeries	Bolji zivot 2	Bolji zivot 2	0	1990	\N	45	Comedy
tt0183596	movie	Öldüren Örümcek	Öldüren Örümcek	0	1972	\N	69	Action,Adventure
tt0171291	tvSeries	The Iron Age	L'età del ferro	0	1965	\N	\N	Documentary
tt0006352	movie	Ambition	Ambition	0	1916	\N	50	Drama
tt0005384	movie	A Gilded Fool	A Gilded Fool	0	1915	\N	50	Comedy,Drama
tt0060762	movie	Night of Violence	Le notti della violenza	0	1965	\N	91	Thriller
tt0085489	movie	L'enfant secret	L'enfant secret	0	1979	\N	92	Drama
tt0014772	movie	Christine of the Hungry Heart	Christine of the Hungry Heart	0	1924	\N	80	Drama
tt0117741	tvMovie	The Stepford Husbands	The Stepford Husbands	0	1996	\N	90	Drama
tt0246849	video	Perfect Pink 2: Purrfection	Perfect Pink 2: Purrfection	1	1999	\N	100	Adult
